[2016-03-17 07:49:22] my_logger.INFO: Something Interesting Happening Here!!! [] []
[2016-03-17 07:50:23] foodtrip_log.INFO: Something Interesting Happening Here!!! [] []
[2016-03-17 07:50:50] foodtrip_log.INFO: Something Interesting Happening Here!!! [] []
[2016-08-20 09:02:33] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 09:02:33] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 09:02:33] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 09:03:24] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 09:03:24] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 09:03:24] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 09:05:01] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 09:05:01] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 09:05:01] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 09:05:12] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 09:05:12] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 09:05:12] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 09:06:50] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 09:06:50] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 09:06:50] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 09:07:20] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 09:07:20] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 09:07:20] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 09:10:08] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 09:10:08] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 09:10:08] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 09:10:26] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 09:10:26] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 09:10:26] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 09:12:23] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 09:12:23] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 09:12:23] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 09:12:38] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 09:12:38] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 09:12:38] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 09:12:55] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 09:12:55] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 09:12:55] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 09:41:58] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 09:41:58] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 09:41:58] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 09:42:15] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 09:42:15] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 09:42:15] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 09:43:41] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 09:43:41] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 09:43:41] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-21 01:18:35] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-21 01:18:35] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-21 01:18:35] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 05:28:21] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 05:28:21] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 05:28:21] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 05:29:03] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 05:29:03] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 05:29:03] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 05:29:47] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 05:29:47] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 05:29:47] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 05:30:40] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 05:30:40] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 05:30:40] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 05:31:57] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 05:31:57] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 05:31:57] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 05:33:12] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 05:33:12] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 05:33:12] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 05:33:27] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 05:33:27] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 05:33:27] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 05:33:32] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 05:33:32] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 05:33:32] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 05:33:45] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 05:33:45] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 05:33:45] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 05:33:49] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 05:33:49] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 05:33:49] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 05:37:00] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 05:37:00] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 05:37:00] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 05:39:02] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 05:39:02] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 05:39:02] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 05:39:27] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 05:39:27] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 05:39:27] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 05:39:31] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 05:39:31] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 05:39:31] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 05:44:27] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 05:44:27] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 05:44:27] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 05:59:49] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 05:59:49] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 05:59:49] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:00:05] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:00:05] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:00:05] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:01:07] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:01:07] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:01:07] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:01:40] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:01:40] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:01:40] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:02:25] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:02:25] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:02:25] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:06:10] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:06:10] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:06:10] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:06:25] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:06:25] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:06:25] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:08:41] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:08:41] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:08:41] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:08:46] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:08:46] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:08:46] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:09:50] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:09:50] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:09:50] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:28:50] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:28:50] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:28:50] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:29:12] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:29:12] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:29:12] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:29:31] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:29:31] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:29:31] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:30:04] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:30:04] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:30:04] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:30:25] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:30:25] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:30:25] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:30:58] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:30:58] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:30:58] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:31:01] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:31:01] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:31:01] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:31:10] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:31:10] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:31:10] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:31:19] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:31:19] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:31:19] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:31:44] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:31:44] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:31:44] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:32:37] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:32:37] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:32:37] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:32:53] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:32:53] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:32:53] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:33:11] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:33:11] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:33:11] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:35:09] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:35:09] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:35:09] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:35:44] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:35:44] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:35:44] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:47:58] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:47:58] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:47:58] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:48:18] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:48:18] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:48:18] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:52:17] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:52:17] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:52:17] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:52:35] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:52:35] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:52:35] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:53:33] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:53:33] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:53:33] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:54:20] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:54:20] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:54:20] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:54:46] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:54:46] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:54:46] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:55:05] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:55:05] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:55:05] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:55:13] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:55:13] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:55:13] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:55:33] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:55:33] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:55:33] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:56:20] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:56:20] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:56:20] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:56:51] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:56:51] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:56:51] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:57:11] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:57:11] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:57:11] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:59:21] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:59:21] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:59:21] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:59:30] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:59:30] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:59:30] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 06:59:40] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 06:59:40] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 06:59:40] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 07:05:45] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 07:05:45] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 07:05:45] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 07:05:57] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 07:05:57] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 07:05:57] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 07:08:17] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 07:08:17] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 07:08:17] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 07:10:11] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 07:10:11] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 07:10:11] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 07:10:26] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 07:10:26] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 07:10:26] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 07:10:36] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 07:10:36] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 07:10:36] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 07:11:16] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 07:11:16] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 07:11:16] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 07:11:40] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 07:11:40] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 07:11:40] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 07:14:49] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 07:14:49] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 07:14:49] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 07:18:25] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 07:18:25] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 07:18:25] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 07:19:07] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 07:19:07] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 07:19:07] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 07:19:33] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 07:19:33] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 07:19:33] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 07:19:59] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 07:19:59] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 07:19:59] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 07:20:51] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 07:20:51] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 07:20:51] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 07:21:06] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 07:21:06] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 07:21:06] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 14:50:02] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 14:50:02] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 14:50:02] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 14:50:04] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 14:50:04] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 14:50:04] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 14:50:14] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 14:50:14] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 14:50:14] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 16:53:52] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 16:53:52] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 16:53:52] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 17:30:06] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 17:30:06] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 17:30:06] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 17:30:24] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 17:30:24] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 17:30:24] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-22 17:31:47] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-22 17:31:47] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-22 17:31:47] foodtrip_log.WARNING: This is a WARNING log!!! [] []
